,name
4996,Molduga Guts
4997,Molduking
4998,Moldworm
4999,Mole Melee
5000,Mole Mitts
5001,Molgera
5002,Molida Island
5003,Molida Island (Breath of the Wild)
5004,Molida Island (Phantom Hourglass)
5005,Molida Island Shooting Gallery
5006,Molida Island Shop
5007,Molli
5008,Molo
5009,Mon
5010,Monari
5011,Money Making Game
5012,Monk Maz Koshia
5013,Monkey
5014,Monkton
5015,Monster Bridle
5016,Monster Cake
5017,Monster Claw
5018,Monster Curry
5019,Monster Extract
5020,Monster Forces
5021,Monster Guts
5022,Monster Horn
5023,Monster Hunting
5024,Monster Lady
5025,Monster Part
5026,Monster Rice Balls
5027,Monster Saddle
5028,Monster Soup
5029,Monster Stew
5030,Monster Tail
5031,Monster Tooth
5032,Monya Toma
5033,Monya Toma Shrine
5034,Moo Moo Parasol
5035,Moon's Aura
5036,Moon's Tear
5037,Moon's and Sun's Masks
5038,Moon
5039,Moon Dungeons
5040,Moon Gate
5041,Moon Pearl
5042,Moonlight Merchant
5043,Moonlight Scimitar
5044,Moonlit Grotto
5045,Moor Garrison Ruins
5046,Mooranha
5047,Moosh's Flute
5048,Moosh
5049,Morpha
5050,Morpheel
5051,Morshu
5052,Mortal Draw
5053,Morth
5054,Moruge Forest
5055,Moruge Swamp
5056,Moss
5057,Moth
5058,Mother-and-Child Rocks
5059,Mother & Child Isles
5060,Mother Maiamai
5061,Mothula
5062,Mothula (A Link to the Past)
5063,Mothula (Oracle of Seasons)
5064,Motorboat
5065,Mount Agaat
5066,Mt. Crenel's Base
5067,Mount Crenel
5068,Mount Daphnes
5069,Mount Desma
5070,Mount Drena
5071,Mount Dunsel
5072,Mount Faloraa
5073,Mount Floria
5074,Mount Granajh
5075,Mount Gustaf
5076,Mount Hylia
5077,Mount Lanayru
5078,Mount Nabooru
5079,Mount Rhoam
5080,Mount Rozudo
5081,Mount Taran
5082,Mountain
5083,Mountain Cave
5084,Mountain Goddess
5085,Mountain Minish
5086,Mountain Passage
5087,Mountain Smithy
5088,Mountain Town of Darunia
5089,Mountain Village
5090,Mountain of Fire
5091,Mounted Archery Camp
5092,Moving House
5093,Moza
5094,Mozo Shenno
5095,Mozo Shenno Shrine
5096,Mr. Barten
5097,Mr. Tubert
5098,Mr. Akindo
5099,Mr. Fairy Balloon
5100,Mr. Write
5101,Mrs. Ruul
5102,Mrs. Ruul's Villa
5103,Mrs. Marie's School of Joy
5104,Mrs. Marie
5105,Mt. Cucco
5106,Mt. Crenel Mineral Water
5107,Mt. Tamaranch
5108,Muava
5109,Mubs
5110,Mulldozer
5111,Multiplayer
5112,Multiple Ganon Theory
5113,Mushroom
5114,Mushroom (A Link to the Past)
5115,Mushroom (Oracle of Seasons)
5116,Mushroom (The Minish Cap)
5117,Mushroom Omelet
5118,Mushroom Rice Balls
5119,Mushroom Risotto
5120,Mushroom Skewer
5121,Mushroom Spores
5122,Music Box House
5123,Mutoh's Apprentice
5124,Mutoh's Temple
5125,Mutoh
5126,Muwo Jeem
5127,Muwo Jeem Shrine
5128,Muzu
5129,My Hero
5130,Myahm Agana
5131,Myahm Agana Shrine
5132,Mystathi's Shelf
5133,Mysterious Clouds
5134,Mysterious Crystals
5135,Mysterious Man
5136,Mysterious Pond
5137,Mysterious Shell
5138,Mysterious Statues
5139,Mysterious Walls
5140,Mysterious Woods
5141,Mystery Jade
5142,Mystery Milk
5143,Mystery Seed
5144,Mystic Jade
5145,Mystical Seed
5146,Myu
5147,N. Tabantha Snowfield
5148,Nintendo Entertainment System
5149,NES Remix
5150,N of River
5151,Nabi Lake
5152,Nabooru
5153,Nabooru (mini-boss)
5154,Naboris' Emblem
5155,Nack
5156,Nackle
5157,Naddon
5158,Naginata
5159,Nakura
5160,Nali
5161,Namali
5162,Name Registration
5163,Namika Ozz
5164,Namika Ozz Shrine
5165,Nanna
5166,Narah
5167,Nasty Soup
5168,Nat
5169,Natie
5170,Natzu
5171,Nautelle Wetlands
5172,Navi
5173,Navi Trackers
5174,Naydra's Claw
5175,Shard of Naydra's Fang
5176,Shard of Naydra's Horn
5177,Naydra's Scale
5178,Naydra
5179,Naydra Snowfield
5180,Nayru's Charm
5181,Nayru's Love
5182,Nayru's Wisdom
5183,Nayru
5184,Nayru (goddess)
5185,Nayru (oracle)
5186,Nazbi
5187,Ne'ez Yohma
5188,Ne'ez Yohma Shrine
5189,Near the Fields
5190,Nebb
5191,Necklace
5192,Necluda
5193,Necluda Sea
5194,Needle Rock Isle
5195,Neil
5196,Nejiron
5197,Nekk
5198,Nell
5199,Nellie
5200,Nephra Hill
5201,Neptoona
5202,Neri
5203,Nero Hill
5204,Net
5205,Nette Plateau
5206,New Hyrule
5207,New Wave Bossa Nova
5208,Nice Bombs
5209,Nice Boomerang
5210,Nice Bow
5211,Nice Fire Rod
5212,Nice Hammer
5213,Nice Hookshot
5214,Nice Ice Rod
5215,Nice Sand Rod
5216,Nice Sword
5217,Nice Tornado Rod
5218,Nightmare (boss)
5219,Nightmare Key
5220,Nikki
5221,Niko
5222,Nima Plain
5223,Ninja
5224,Ninja Flounder
5225,Ninja Gi
5226,Nintendo
5227,Nintendo 64
5228,Nintendo Cereal System
5229,Nintendo DS
5230,Nintendo Entertainment Analysis and Development
5231,Nintendo Gallery
5232,Nintendo GameCube
5233,Nintendo Research & Development 1
5234,Nintendo Research & Development 2
5235,Nintendo Switch
5236,Nintendo Switch Shirt
5237,Nirvata Lake
5238,Nirvata Plateau
5239,Nitendo
5240,Nobiro
5241,Noble Sword
5242,Nobo
5243,Nobodo
5244,Nocturn
5245,Nocturne of Shadow
5246,Noe Raiee
5247,Noe Raiee Shrine
5248,Nokken
5249,Noko
5250,Non-canon
5251,North Akkala Beach
5252,North Akkala Foothill
5253,North Akkala Valley
5254,North Aris Beach
5255,North Castle
5256,North Clock Town
5257,North Dragon's Exile
5258,North Dueling Peaks
5259,North Horon
5260,North Hyrule Castle
5261,North Hyrule Field
5262,North Hyrule Plain
5263,North Lomei Labyrinth
5264,North Mable Ridge
5265,Northern Fairy Island
5266,Northern Icehouse
5267,Northern Peak
5268,Northern Triangle Isle
5269,Note
5270,Note to Mom
5271,Notebook
5272,Notts
5273,Noya Neha
5274,Noya Neha Shrine
5275,Nudge
5276,Numar
5277,Nuptuna
5278,Nuranuru
5279,Nut
5280,Nutcake
5281,Nuun Highlands
5282,Nyave
5283,Oaki
5284,Oakin
5285,Oakle's Navel
5286,Oasis Flight
5287,Oath
5288,Oath to Order
5289,Obli
5290,Observation Deck
5291,Observation Room
5292,Ocarina
5293,Ocarina (Hyrule Warriors)
5294,Ocarina (Hyrule Warriors Legends)
5295,Ocarina of Time
5296,Ocarina of Time Medley
5297,Ocarina of Wind
5298,Ocean Fishing Hole
5299,Ocean Fishing Hole Owner
5300,Ocean Floor
5301,Ocean King
5302,Ocean Palace
5303,Ocean Realm
5304,Ocean Sanctuary
5305,Ocean Temple
5306,Oceanside Spider House
5307,Octive
5308,Octo
5309,Octo Balloon
5310,Octo Chart
5311,Octo Ring
5312,Octoball Derby
5313,Octoballoon
5314,Octogon
5315,Octomine
5316,Octorok
5317,Octorok Eyeball
5318,Octorok Sucker
5319,Octorok Tentacle
5320,Odd Mushroom
5321,Odd Potion
5322,Odolwa
5323,Offrak
5324,Oink Flowers
5325,Oinker
5326,Oinker Boss
5327,Old Gent
5328,Old Koume's Boat Cruise
5329,Old Lady from Bomb Shop
5330,Old Man
5331,Old Man Ho Ho
5332,Old Mermaid Key
5333,Old Rag
5334,Old Shirt
5335,Old Wayfarer's Hideaways
5336,Old Wayfarer
5337,Old Woman
5338,Oliff
5339,Olivio
5340,Olkin's Pumpkins
5341,Olkin
5342,Ollie
5343,Olu
5344,Oman Au
5345,Oman Au Shrine
5346,Omelet
5347,One-Hit Obliterator
5348,Onox's Castle
5349,Onya
5350,Oocca Shop
5351,Oocca Target Practice
5352,Ooccoo's Note
5353,Ooccoo
5354,Ooccoo Jr.
5355,Ook
5356,Oolo
5357,Opal
5358,Opal Earrings
5359,Oracle
5360,Oracle of Ages
5361,Oracle of Seasons
5362,Oracles
5363,Wizzrobe
5364,Orca
5365,Ordon
5366,Ordon Catfish
5367,Ordon Goat
5368,Ordon Goat Cheese
5369,Ordon Pumpkin
5370,Ordon Ranch
5371,Ordon Shield
5372,Ordon Spring
5373,Ordon Sword
5374,Ordon Target Practice
5375,Ordon Target Practice 2
5376,Ordon Village
5377,Ordon Waterwheel
5378,Ordon Woods
5379,Ordona
5380,Ordona Province
5381,Ordorac Quarry
5382,Ore
5383,Ore Chunk
5384,Ore Deposit
5385,Ore Mine
5386,Ore and More
5387,Queen Oren
5388,Oren Bridge
5389,Orielle
5390,Origin
5391,Original Lulu
5392,Ornamental Skull
5393,Orsedd Bridge
5394,Oseira Plains
5395,Osfala
5396,Oshus's Home
5397,Oshus's Sword
5398,Oshus
5399,Out-of-place Soldier
5400,Outer Palace Garden
5401,Outfit
5402,Outpost
5403,Outpost Ruins
5404,Outset
5405,Outset Island
5406,Outset Shirt
5407,Outskirt Stable
5408,Overlook Island
5409,Overture of Sages
5410,Overworld
5411,Ovli Plain
5412,Owa Daim
5413,Owa Daim Shrine
5414,Owl
5415,Owl Statue
5416,Owlan
5417,Owlan Bridge
5418,Oxygen Gauge
5419,Ozunda
5420,POST
5421,P Bag
5422,Padok
5423,Pagos Woods
5424,Paige
5425,Pairodd
5426,Palace
5427,Palace Dish
5428,Palace Noir
5429,Palace of Darkness
5430,Palace of Twilight
5431,Palace of Winds
5432,Palace of Winds (Four Swords Adventures)
5433,Palace of Winds (The Minish Cap)
5434,Palace of the Four Sword
5435,Palm Fruit
5436,Palme
5437,Palmorae Beach
5438,Palmorae Ruins
5439,Palu Wasteland
5440,Pamela's Father
5441,Pamela
5442,Papahl's Wife
5443,Papahl
5444,Papetto Grove
5445,Pappetto Grove
5446,Papuchia Village
5447,Parache Plains
5448,Paraglider
5449,Paraocto
5450,Parapa Desert
5451,Parapa Palace
5452,Parasitic Tentacle
5453,Parasol
5454,Parasol (Hyrule Warriors)
5455,Parcy
5456,Parella
5457,Parrow
5458,Parry
5459,Part-time Employee
5460,Party Wheel
5461,Pasha
5462,Pashli
5463,Passer Hill
5464,Passeri Greenbelt
5465,Patch
5466,Path
5467,Pathways to Adventure
5468,Patra
5469,Patricia
5470,Paul
5471,Pawprint Isle
5472,Paya's Diary
5473,Paya
5474,Peace Agreement
5475,Peace Ring
5476,Peahat
5477,Peahat Larva
5478,Peak
5479,Peak Province
5480,Peak of Awakening
5481,Pearl
5482,Pearl Necklace
5483,Pearle
5484,Peater
5485,Peatrice
5486,Talus
5487,Pedestal of Time
5488,Peeks
5489,Pegasus Boots
5490,Pegasus Ring
5491,Pegasus Seed
5492,Pelison
5493,Pen
5494,Pendant
5495,Pendant of Memories
5496,Pendants of Virtue
5497,Pengator
5498,Peninsula
5499,Penny Arcade Presents The Legend of Zelda: Skyward Sword
5500,Pepp
5501,Pepper Seafood
5502,Percy
5503,Perda
5504,Perfect Dodge
5505,Perfect Guard
5506,Pergie
5507,Peril Beam
5508,Perosa
5509,Pesto
5510,Phalian Highlands
5511,Phanna
5512,Phantom
5513,Phantom Armor
5514,Phantom Arms
5515,Phantom Corridor
5516,Phantom Equipment
5517,Phantom Eye
5518,Phantom Ganon (Hyrule Warriors Legends)
5519,Phantom Ganon's Cape
5520,Phantom Ganon's Sword
5521,Phantom Ganon
5522,Phantom Ganon (Four Swords Adventures)
5523,Phantom Ganon (Ocarina of Time)
5524,Phantom Ganon (The Wind Waker)
5525,Phantom Ganon Armor
5526,Phantom Ganon Greaves
5527,Phantom Ganon Skull
5528,Phantom Greaves
5529,Phantom Guide
5530,Phantom Helmet
5531,Phantom Hourglass
5532,Phantom Rider
5533,Phantom Sphere
5534,Phantom Sword
5535,Phantom Zant
5536,Philosopher
5537,Phoeni
5538,Phone Booth
5539,Phonograph
5540,Phonograph (Oracle of Seasons)
5541,Phonograph (The Minish Cap)
5542,Photographer
5543,Phrenic Bow
5544,Phytops
5545,Pickaxe
5546,Pico Pond
5547,Picolyte
5548,Picori Blade
5549,Picori Festival
5550,Picori Festival Tournament
5551,Picori Portal
5552,Picto Box
5553,Picto Box Thief
5554,Pictograph Box
5555,Picture Frame
5556,Picture of the Champions
5557,Piece of Darknut Armor
5558,Piece of Heart
5559,Piece of Power
5560,Pierre
5561,Pierre Plateau
5562,Pig
5563,Pigeon
5564,Piggy Bank
5565,Pikango
5566,Pikida Stonegrove
5567,Pikit
5568,Pilaf
5569,Pillars of Levia
5570,Pina
5571,Pincer
5572,Pineapple
5573,Pink Coral
5574,Pink Lotus
5575,Pinkle
5576,Pinnacle Rock
5577,Pinwheel
5578,Piper
5579,Piper Ridge
5580,Pipes of Awakening
5581,Pipit
5582,Pippin
5583,Piranha
5584,Piranha Plant
5585,Pirate's Bell
5586,Pirate's Charm
5587,Pirates' Fortress
5588,Pirate
5589,Pirate Bandana
5590,Pirate Cutlass
5591,Pirate Hideaway
5592,Pirate Hideout
5593,Pirate Necklace
5594,Pirate Ship
5595,Pirate Ship (Oracle of Ages/Oracle of Seasons)
5596,Pirate Ship (Super Smash Bros. Brawl)
5597,Pirate Stronghold
5598,Pirates' Cove
5599,Pirates' Prisoner
5600,Pirates of Forsaken Fortress
5601,Piratians
5602,Pirogusu
5603,Pirou
5604,Pitar
5605,Piyoko
5606,Plain
5607,Plain Crepe
5608,Plasmarine
5609,Plateau
5610,Platform
5611,Platform Chart
5612,Plats
5613,Playground
5614,Playtime with Cottla
5615,Ploka
5616,Ploymus Mountain
5617,Plume
5618,Plumm
5619,Poacher's Saw
5620,Pocket Cucco
5621,Pocket Egg
5622,Podobos
5623,Poe
5624,Poe Clock
5625,Poe Scent
5626,Poe Sisters
5627,Poe Sisters (Majora's Mask)
5628,Poe Sisters (Ocarina of Time)
5629,Poe Soul
5630,Poison Fog
5631,Poison Mite
5632,Poison Moth's Lair
5633,Pokey
5634,Pokki
5635,Polished Rapier
5636,Pols Voice
5637,Pompie and Vera
5638,Pond
5639,Pond Owner
5640,Pond of Happiness
5641,Pondo's Lodge
5642,Pondo
5643,Ponthos
5644,Pool
5645,Popla Foothills
5646,Popo
5647,Popper Lure
5648,Porgy
5649,Porgy Meunière
5650,Port Town
5651,Port Town Guard's Wife
5652,Port Town Guard
5653,Portal
5654,Portal of Doom
5655,Portraits
5656,Possessed Zelda
5657,Post Office
5658,Postal Salmon
5659,Postman's Hat
5660,Postman
5661,Postman Statue
5662,Postmaster
5663,Pot
5664,Pot Lid
5665,Pothole Field
5666,Potion Medal
5667,Potion Shop
5668,Potion Shop (Skyward Sword)
5669,Potova and Joanna
5670,Pouch
5671,Poultry Curry
5672,Poultry Pilaf
5673,Powder
5674,Powder Keg
5675,Power Bracelet
5676,Spirit Gem
5677,Power Glove
5678,Power Ring
5679,Power Ring L-1
5680,Power Ring L-2
5681,Power Ring L-3
5682,Practice Sword
5683,Prairie
5684,Prankster Poe
5685,Prelude of Light
5686,Premium Milk
5687,Prescription
5688,Pretty Flower
5689,Pretty Plume
5690,Pretty Ribbon
5691,Priest
5692,Prima
5693,Prime Meat Curry
5694,Prime Meat Stew
5695,Prime Meat and Rice Bowl
5696,Prime Meat and Seafood Fry
5697,Prime Poultry Curry
5698,Prime Poultry Pilaf
5699,Prime Spiced Meat Skewer
5700,Prince's Cape
5701,Prince's Trousers
5702,Prince
5703,Prince Ralis
5704,Prince Rouru
5705,Prince Sidon
5706,Prince of Hyrule
5707,Prince of Red Lions
5708,Princess
5709,Princess Hilda
5710,Princess Parasol
5711,Princess Ruto/Hyrule Warriors
5712,Princess Ruto
5713,Princess Styla
5714,Princess Zelda/Hyrule Warriors
5715,Princess Zelda/Super Smash Bros.
5716,Princess Zelda's Room
5717,Princess Zelda's Study
5718,Princess Zelda
5719,Prism Rod
5720,Prismantus
5721,Prissen
5722,Pritana
5723,Private Oasis
5724,Prize Postcard
5725,Professor
5726,Prologue
5727,Prospector Bug
5728,Protection Ring
5729,Protector Sword
5730,Protein Palace
5731,Province
5732,Proxi
5733,Proxim Bridge
5734,Pruce
5735,Puffer Beach
5736,Puffstool
5737,Pumaag Nitae
5738,Pumaag Nitae Shrine
5739,Pumm
5740,Pumpkin
5741,Pumpkin Harvest
5742,Pumpkin Head
5743,Pumpkin Landing
5744,Pumpkin Pie
5745,Pumpkin Pull
5746,Pumpkin Seed
5747,Pumpkin Soup
5748,Pumpkin Stew
5749,Puppet
5750,Puppet Ganon
5751,Purah's Diary
5752,Purah
5753,Purdy
5754,Pure Dew
5755,Pure Metals
5756,Purifier Lake
5757,Purlo
5758,Purple Knight
5759,Purple Potion
5760,Purple Potion (A Link Between Worlds)
5761,Purple Potion (Hyrule Warriors)
5762,Purple Potion (Phantom Hourglass/Spirit Tracks)
5763,Purry
5764,Pygmy Skulltula
5765,Pyle
5766,Pyra
5767,Pyramid
5768,Pyramid (A Link to the Past)
5769,Pyramid (Four Swords Adventures)
5770,Pyramid Jewel
5771,Pyrup
5772,Q. Bumpkin
5773,Qaza Tokki
5774,Qaza Tokki Shrine
5775,Qua Raym
5776,Qua Raym Shrine
5777,Quadruplets
5778,Quake Medallion
5779,Quarry Ruins
5780,Quatta's Shelf
5781,Queen's Crown
5782,Queen's Earrings
5783,Queen's Skirt
5784,Queen's Top
5785,Queen
5786,Queen Ambi
5787,Queen Bee
5788,Queen Elrora
5789,Queen Gohma
5790,Queen Rutela
5791,Queen Seline
5792,Queen of Fairies
5793,Queen of Hearts
5794,Quest
5795,Quest for Biggoron's Sword
5796,Quest for the Great Spin Attack
5797,Quest for the Magnifying Lens
5798,Quest for the Noble Sword
5799,Quest for the Noble Sword (Oracle of Ages)
5800,Quest for the Noble Sword (Oracle of Seasons)
5801,Quest for the Shop Guru Statue
5802,Quest for the Whirlwind Sword Attack
5803,Quick Beetle
5804,Quicksand
5805,Quicksand Ring
5806,Quill
5807,Quill Statue
5808,Warm Doublet
5809,Quince
5810,Quiver
5811,Qukah Nata
5812,Qukah Nata Shrine
5813,Ra
5814,Rabbit
5815,Rabbit Fang
5816,Rabbit Hood
5817,Rabbit Net
5818,Rabbit Robe
5819,Rabbitland Rescue
5820,Rabbitland Rescue Man's Wife
5821,Rabbitland Rescue Man
5822,Rabella Wetlands
5823,Rabia Plain
5824,Racetrack
5825,Racing Bros
5826,Radiant
5827,Radiant Mask
5828,Radiant Shield
5829,Radiant Shirt
5830,Radiant Tights
5831,Rael
5832,Raft
5833,Raft Shop
5834,Rafton
5835,Rail Map
5836,Ralera
5837,Ralis Pond
5838,Ralph
5839,Ramella
5840,Ramrock
5841,Ranch
5842,Ranch Clothes
5843,Ranch Ruins
5844,Ranch Target Practice
5845,Rancher
5846,Rancher Poncho
5847,Rancher Skirt
5848,Rang Ring
5849,Rang Ring L-1
5850,Rang Ring L-2
5851,Rapids
5852,Rapids Ride
5853,Rapier
5854,Raqa Zunzo
5855,Raqa Zunzo Shrine
5856,Rare Armor Shop
5857,Rassla Lake
5858,Rat
5859,Rattle
5860,Rauru
5861,Rauru Hillside
5862,Rauru Settlement Ruins
5863,Town of Rauru
5864,Raven
5865,Ravio/Hyrule Warriors
5866,Ravio's Bracelet
5867,Ravio's Hood
5868,Ravio's Journal
5869,Ravio's Shop
5870,Ravio
5871,Raw Bird Thigh
5872,Raw Gourmet Meat
5873,Raw Meat
5874,Raw Prime Meat
5875,Raw Whole Bird
5876,Rayne Highlands
5877,Razor Seed
5878,Razor Sword
5879,Razorclaw Crab
5880,Razorshroom
5881,ReDead Bandage
5882,ReDead
5883,ReDead Knight Ashes
5884,Reach Zora's Domain
5885,Reagah
5886,Real Bombchu
5887,Realm
5888,Realm of Memories
5889,Realm of the Heavens
5890,Realm of the Heavens (level)
5891,Realm of the Heavens (location)
5892,Reapling
5893,Rebonack
5894,Rebonae Bridge
5895,Receptionist
5896,Recital at Warbler's Nest
5897,Recorder
5898,Recruit's Sword
5899,Recruit Uniform
5900,Red Bubble
5901,Red Candle
5902,Red Chuchu Jelly
5903,Red Clothes
5904,Red Emblem
5905,Red Guide Book
5906,Red Holy Ring
5907,Red Ice
5908,Red Joy Ring
5909,Red Knight
5910,Red Lizalfos Tail
5911,Red Luck Ring
5912,Red Mail
5913,Red Ore
5914,Red Potion
5915,Red Potion (Hyrule Warriors)
5916,Red Ring
5917,Red Shield
5918,Red Snake
5919,Red Ting
5920,Red Tunic
5921,Red Wizzrobe
5922,Ree Dahee
5923,Ree Dahee Shrine
5924,Reef
5925,Reekfish
5926,Reekfish Scent
5927,Reeza
5928,Reflect Spell
5929,Regal Cutlass
5930,Regal Necklace
5931,Regal Ring
5932,Regan
5933,Regencia River
5934,Reinforced Lizal Bow
5935,Reinforced Lizal Shield
5936,Reinforced Shield
5937,Rem's Anthology for Sleepless Nights
5938,Rem's Shoe Shop
5939,Rem
5940,Remlit
5941,Remote Bomb
5942,Renado's Letter
5943,Renado
5944,Rensa
5945,Rental Hammer
5946,Requiem
5947,Requiem of Spirit
5948,Resistance
5949,Restless Cricket
5950,Restoration Ceremony
5951,Restoration Wall
5952,Retsam Forest
5953,Revali's Gale
5954,Revali's Landing
5955,Revali
5956,Revitalizing Potion
5957,Rex
5958,Rhino Beetle
5959,Rhinoceros
5960,Rhodes
5961,Rhondson
5962,Rhondson Armor Boutique
5963,Ribbon
5964,Rice Balls
5965,Richard's Villa
5966,Richard
5967,Richard (Link's Awakening)
5968,Richard (Ocarina of Time)
5969,Rickety Coaster
5970,Ricky's Flute
5971,Ricky's Gloves
5972,Ricky
5973,Riddles of Hyrule
5974,Ridgeland Tower
5975,Rik
5976,Rikoka Hills
5977,Rima
5978,Rimba Beach
5979,Rin Oyaa
5980,Rin Oyaa Shrine
5981,Ring
5982,Ring (Hyrule Warriors)
5983,Ring Box
5984,Ringer
5985,Rinu Honika
5986,Rinu Honika Shrine
5987,Riola Spring
5988,Ripp
5989,Risa
5990,Risoka Snowfield
5991,Risotto
5992,Rist Peninsula
5993,Ritaag Zumo
5994,Ritaag Zumo Shrine
5995,Rito Chieftain
5996,Rito Dress
5997,Rito Harp
5998,Rito Mask
5999,Rito Stable
6000,Rito Village
6001,Rivan
6002,River
6003,River Devil
6004,River Man
6005,River Zora
6006,River of Sand
6007,Riverbed Reward
6008,Riverside
6009,Riverside Stable
6010,Road
6011,Road to Ikana
6012,Roasted Acorn
6013,Roasted Armoranth
6014,Roasted Bass
6015,Roasted Big Radish
6016,Roasted Bird Drumstick
6017,Roasted Bird Thigh
6018,Roasted Carp
6019,Roasted Endura Carrot
6020,Roasted Hearty Bass
6021,Roasted Hearty Durian
6022,Roasted Hearty Salmon
6023,Roasted Hydromelon
6024,Roasted Lotus Seeds
6025,Roasted Mighty Bananas
6026,Roasted Mighty Thistle
6027,Roasted Porgy
6028,Roasted Radish
6029,Roasted Swift Carrot
6030,Roasted Tree Nut
6031,Roasted Trout
6032,Roasted Voltfruit
6033,Roasted Whole Bird
6034,Roasted Wildberry
6035,Robbie's Memoirs
6036,Robbie's Research
6037,Robbie
6038,Robeless Salona
6039,Robo Wear
6040,Robot
6041,Robred Dropoff
6042,Robsten
6043,Roc's Cape
6044,Roc's Feather
6045,Roc's Ring
6046,Roc Boots
6047,Rock-Hard Food
6048,Rock
6049,Rock Breaker
6050,Rock Brisket
6051,Rock ChuChu
6052,Rock Flower
6053,Rock Mushroom
6054,Rock Octorok
6055,Rock Sirloin
6056,Rock Salt
6057,Rock Spire Isle
6058,Rocktite
6059,Rod
6060,Rod of Seasons
6061,Rodai Lake
6062,Rogaro
6063,Rohan
6064,Rohta Chigah
6065,Rohta Chigah Shrine
6066,Rok Uwog
6067,Rok Uwog Shrine
6068,Rok Woods
6069,Rola
6070,Rolf
6071,Roll Attack
6072,Rollgoal
6073,Rollin' Inn
6074,Rolling Bones
6075,Rolling Ridge
6076,Rollobite
6077,Romah
6078,Romani's Mask
6079,Romani
6080,Romani Plains
6081,Romani Ranch
6082,Romanos's Mother
6083,Romanos
6084,Romantic Fishing
6085,Romio
6086,Rona Kachta
6087,Rona Kachta Shrine
6088,Ronn
6089,Ronny
6090,Room Key
6091,Room of Rites
6092,Rooster
6093,Ropa
6094,Rope
6095,Rosa's Key
6096,Rosa
6097,Rosa Sisters
6098,Rose
6099,Rospro Pass
6100,Rosso's Ore Mine
6101,Rosso
6102,Rosy Balloon
6103,Rota Ooh
6104,Rota Ooh Shrine
6105,Rotana
6106,Round Aeralfos Shield
6107,Round Jewel
6108,Rowan Plain
6109,Rown
6110,Royal Ancient Lab Ruins
6111,Royal Bow
6112,Royal Bridle
6113,Royal Broadsword
6114,Royal Chamber
6115,Royal Claymore
6116,Royal Crypt
6117,Royal Dominion Rod
6118,Royal Engineer
6119,Royal Family's Tomb
6120,Royal Family of Hyrule
6121,Royal Family of Hytopia
6122,Royal Family of Lorule
6123,Royal Guard's Bow
6124,Royal Guard's Claymore
6125,Royal Guard's Shield
6126,Royal Guard's Spear
6127,Royal Guard's Sword
6128,Royal Guard Boots
6129,Royal Guard Cap
6130,Royal Guard Uniform
6131,Royal Halberd
6132,Royal Hood
6133,Royal Hyrule Library
6134,Royal Jewels
6135,Royal Ring
6136,Royal Saddle
6137,Royal Shield
6138,Royal Skirt
6139,Royal Tour
6140,Royal Tunic
6141,Royal Valley
6142,Rozel
6143,Rubber
6144,Rubber Armor
6145,Rubber Helm
6146,Rubber Tights
6147,Ruby
6148,Ruby Circlet
6149,Rucco Maag
