,from,relationship,to
12304,2593,EFFECTIVE_WEAPON,3684
12305,2593,EFFECTIVE_WEAPON,7004
12306,2593,EFFECTIVE_WEAPON,8431
12307,2593,EFFECTIVE_WEAPON,3445
12308,2593,SPOILS,2594
12309,2593,SPOILS,4125
12310,2594,FIRST_APPEARANCE,7701
12311,2594,FIRST_APPEARANCE,35
12312,2594,FOUND,2593
12313,2594,USE,5917
12314,2594,USE,242
12315,2594,USE,4165
12316,2594,USE,5218
12317,2595,FIRST_APPEARANCE,7736
12318,2595,FIRST_APPEARANCE,16
12319,2595,USE,3888
12320,2596,FIRST_APPEARANCE,7789
12321,2596,FIRST_APPEARANCE,21
12322,2596,COUNTRY,3345
12323,2596,POINT_OF_INTEREST,3624
12324,2596,POINT_OF_INTEREST,4659
12325,2597,FIRST_APPEARANCE,7747
12326,2597,FIRST_APPEARANCE,7753
12327,2597,FIRST_APPEARANCE,19
12328,2597,EFFECTIVE_WEAPON,7464
12329,2598,FIRST_APPEARANCE,7776
12330,2598,FIRST_APPEARANCE,27
12331,2598,COUNTRY,5425
12332,2598,POINT_OF_INTEREST,122
12333,2598,POINT_OF_INTEREST,1880
12334,2598,POINT_OF_INTEREST,2098
12335,2598,POINT_OF_INTEREST,2375
12336,2598,POINT_OF_INTEREST,2602
12337,2598,POINT_OF_INTEREST,2606
12338,2598,POINT_OF_INTEREST,3238
12339,2598,POINT_OF_INTEREST,3243
12340,2598,POINT_OF_INTEREST,5305
12341,2598,INHABITANTS,206
12342,2598,INHABITANTS,2360
12343,2598,INHABITANTS,3208
12344,2598,INHABITANTS,3203
12345,2598,INHABITANTS,3239
12346,2598,INHABITANTS,3907
12347,2598,INHABITANTS,4040
12348,2598,INHABITANTS,4238
12349,2598,INHABITANTS,5633
12350,2599,FIRST_APPEARANCE,7694
12351,2599,FIRST_APPEARANCE,10
12352,2599,APPEARANCES,7694
12353,2599,APPEARANCES,7712
12354,2599,APPEARANCES,7689
12355,2599,APPEARANCES,7701
12356,2599,APPEARANCES,3801
12357,2599,APPEARANCES,3802
12358,2599,FOUND,6966
12359,2599,FOUND,3934
12360,2599,FOUND,6132
12361,2599,FOUND,2962
12362,2599,FOUND,3333
12363,2599,FOUND,7905
12364,2599,FOUND,2609
12365,2599,USE,7167
12366,2599,USE,6309
12367,2599,EFFECTIVE_AGAINST,8124
12368,2599,EFFECTIVE_AGAINST,2807
12369,2599,EFFECTIVE_AGAINST,551
12370,2599,EFFECTIVE_AGAINST,2805
12371,2599,EFFECTIVE_AGAINST,2806
12372,2599,EFFECTIVE_AGAINST,3819
12373,2599,EFFECTIVE_AGAINST,3827
12374,2599,EFFECTIVE_AGAINST,3837
12375,2599,EFFECTIVE_AGAINST,8441
12376,2601,GAME,7767
12377,2601,GAME,29
12378,2601,LOCATION,8310
12379,2601,MAIN_ITEM,5193
12380,2601,MINI_BOSS,4801
12381,2601,BOSS,2991
12382,2602,FIRST_APPEARANCE,7776
12383,2602,FIRST_APPEARANCE,27
12384,2602,COUNTRY,5425
12385,2602,REGION,2598
12386,2602,POINT_OF_INTEREST,2140
12387,2602,POINT_OF_INTEREST,7276
12388,2602,INHABITANTS,2360
12389,2603,FIRST_APPEARANCE,8636
12390,2603,FIRST_APPEARANCE,5
12391,2603,LEARNED,8046
12392,2603,POWER,4550
12393,2603,POWER,7464
12394,2605,GAME,7736
12395,2605,GAME,16
12396,2605,LOCATION,1937
12397,2605,MAIN_ITEM,5017
12398,2605,MINI_BOSS,2663
12399,2605,BOSS,8321
12400,2606,GAME,7776
12401,2606,GAME,27
12402,2606,LOCATION,2598
12403,2606,MAIN_ITEM,709
12404,2606,MINI_BOSS,3546
12405,2606,BOSS,1724
12406,2607,FIRST_APPEARANCE,7795
12407,2607,FIRST_APPEARANCE,33
12408,2607,COUNTRY,3814
12409,2607,REGION,8309
12410,2608,FIRST_APPEARANCE,7798
12411,2608,FIRST_APPEARANCE,24
12412,2608,LOCATION,3223
12413,2608,EFFECTIVE_WEAPON,3591
12414,2608,EFFECTIVE_WEAPON,6846
12415,2609,FIRST_APPEARANCE,7701
12416,2609,FIRST_APPEARANCE,35
12417,2609,LOCATION,3787
12418,2609,LOCATION,3333
12419,2609,WEAPON,2599
12420,2609,WEAPON,5056
12421,2609,EFFECTIVE_WEAPON,549
12422,2609,EFFECTIVE_WEAPON,3820
12423,2609,EFFECTIVE_WEAPON,3832
12424,2609,EFFECTIVE_WEAPON,2809
12425,2609,EFFECTIVE_WEAPON,2810
12426,2609,EFFECTIVE_WEAPON,3329
12427,2609,SPOILS,2599
12428,2609,SPOILS,5056
12429,2610,FIRST_APPEARANCE,3801
12430,2610,FIRST_APPEARANCE,32
12431,2610,APPEARANCES,3802
12432,2610,APPEARANCES,34
12433,2610,FOUND,4179
12434,2610,USE,236
12435,2610,EFFECTIVE_AGAINST,236
12436,2611,FIRST_APPEARANCE,7701
12437,2611,FIRST_APPEARANCE,35
12438,2611,LOCATION,2100
12439,2611,LOCATION,8258
12440,2611,LOCATION,3770
12441,2611,LOCATION,6569
12442,2611,WEAPON,1909
12443,2611,EFFECTIVE_WEAPON,3820
12444,2611,EFFECTIVE_WEAPON,7464
12445,2611,EFFECTIVE_WEAPON,6210
12446,2611,SPOILS,3520
12447,2613,FIRST_APPEARANCE,7701
12448,2613,FIRST_APPEARANCE,35
12449,2613,FOUND,560
12450,2613,FOUND,2857
12451,2613,FOUND,5551
12452,2613,FOUND,1693
12453,2613,FOUND,2614
12454,2613,FOUND,7026
12455,2613,FOUND,4946
12456,2613,USE,5917
12457,2614,FIRST_APPEARANCE,7701
12458,2614,FIRST_APPEARANCE,35
12459,2614,FOUND,434
12460,2614,FOUND,1936
12461,2614,FOUND,2323
12462,2614,FOUND,3200
12463,2614,FOUND,7128
12464,2614,USE,5917
12465,2614,USE,6442
12466,2616,FIRST_APPEARANCE,7767
12467,2616,FIRST_APPEARANCE,29
12468,2616,APPEARANCES,7767
12469,2616,APPEARANCES,3802
12470,2616,FOUND,6898
12471,2616,FOUND,75
12472,2616,USE,4550
12473,2616,USE,1686
12474,2617,FIRST_APPEARANCE,7701
12475,2617,FIRST_APPEARANCE,35
12476,2617,COUNTRY,3766
12477,2617,REGION,2275
12478,2618,FIRST_APPEARANCE,7701
12479,2618,FIRST_APPEARANCE,35
12480,2618,COUNTRY,3766
12481,2618,REGION,2275
12482,2619,FIRST_APPEARANCE,2786
12483,2619,FIRST_APPEARANCE,25
12484,2619,CAPITAL,5900
12485,2619,LANGUAGE,3753
12486,2619,CURRENCY,6442
12487,2619,DOMINANT_RACE,3745
12488,2619,REGIONS,865
12489,2619,REGIONS,1968
12490,2619,REGIONS,3673
12491,2619,REGIONS,4646
12492,2619,REGIONS,7412
12493,2621,FIRST_APPEARANCE,7701
12494,2621,FIRST_APPEARANCE,35
12495,2621,COUNTRY,3766
12496,2621,REGION,3787
12497,2622,FIRST_APPEARANCE,7747
12498,2622,FIRST_APPEARANCE,7753
12499,2622,FIRST_APPEARANCE,19
12500,2622,FOUND,2919
12501,2622,USE,4550
12502,2622,EFFECTIVE_AGAINST,4519
12503,2623,FIRST_APPEARANCE,2786
12504,2623,FIRST_APPEARANCE,24
12505,2623,HOMELAND,2619
12506,2623,RACE,7246
12507,2624,FIRST_APPEARANCE,7694
12508,2624,FIRST_APPEARANCE,10
12509,2624,APPEARANCES,7694
12510,2624,APPEARANCES,7720
12511,2624,APPEARANCES,7736
12512,2624,APPEARANCES,7727
12513,2624,APPEARANCES,7753
12514,2624,APPEARANCES,7798
12515,2624,APPEARANCES,7760
12516,2624,APPEARANCES,7776
12517,2624,APPEARANCES,7701
12518,2624,USE,3956
12519,2624,USE,697
12520,2624,USE,1693
12521,2624,USE,2704
12522,2625,FIRST_APPEARANCE,7776
12523,2625,FIRST_APPEARANCE,27
12524,2626,FIRST_APPEARANCE,7798
12525,2626,FIRST_APPEARANCE,24
12526,2626,APPEARANCES,7798
12527,2626,APPEARANCES,7760
12528,2626,APPEARANCES,7727
12529,2626,FOUND,2645
12530,2626,FOUND,7436
12531,2626,USE,2645
12532,2627,FIRST_APPEARANCE,7701
12533,2627,FIRST_APPEARANCE,35
12534,2627,FOUND,1693
12535,2627,FOUND,2624
12536,2627,FOUND,3076
12537,2627,FOUND,6331
12538,2627,FOUND,7503
12539,2628,FIRST_APPEARANCE,2786
12540,2628,FIRST_APPEARANCE,24
12541,2628,COUNTRY,2619
12542,2628,REGION,3673
12543,2629,FIRST_APPEARANCE,7776
12544,2629,FIRST_APPEARANCE,27
12545,2629,HOMELAND,5425
12546,2629,HOMETOWN,5682
12547,2629,RACE,3745
12548,2630,FIRST_APPEARANCE,7701
12549,2630,FIRST_APPEARANCE,35
12550,2630,FOUND,1693
12551,2630,FOUND,2624
12552,2630,USE,2704
12553,2631,FIRST_APPEARANCE,7701
12554,2631,FIRST_APPEARANCE,35
12555,2631,FOUND,1693
12556,2632,FIRST_APPEARANCE,7727
12557,2632,FIRST_APPEARANCE,18
12558,2632,COUNTRY,7604
12559,2632,REGION,3296
12560,2632,INHABITANTS,2637
12561,2632,INHABITANTS,6673
12562,2633,FIRST_APPEARANCE,7727
12563,2633,FIRST_APPEARANCE,18
12564,2633,COUNTRY,7604
12565,2633,REGION,3295
12566,2633,INHABITANTS,2637
12567,2634,FIRST_APPEARANCE,7701
12568,2634,FIRST_APPEARANCE,35
12569,2634,FOUND,2275
12570,2634,FOUND,3555
12571,2634,FOUND,4712
12572,2634,FOUND,6083
12573,2634,USE,6842
12574,2634,USE,271
12575,2636,FIRST_APPEARANCE,7720
12576,2636,FIRST_APPEARANCE,11
12577,2636,HOMELAND,4244
12578,2636,RACE,3729
12579,2637,FIRST_APPEARANCE,7727
12580,2637,FIRST_APPEARANCE,18
12581,2637,HOMELAND,7604
12582,2637,HOMETOWN,3296
12583,2637,RACE,3745
12584,2638,FIRST_APPEARANCE,7720
12585,2638,FIRST_APPEARANCE,11
12586,2638,APPEARANCES,7720
12587,2638,APPEARANCES,7736
12588,2638,APPEARANCES,7798
12589,2638,APPEARANCES,7760
12590,2638,APPEARANCES,7727
12591,2638,APPEARANCES,723
12592,2638,LOCATION,2643
12593,2638,LOCATION,2643
12594,2638,LOCATION,2640
12595,2638,LOCATION,3345
12596,2638,LOCATION,7436
12597,2638,LOCATION,5525
12598,2638,OBJECTIVE,2624
12599,2638,PROPRIETOR,5889
12600,2638,PROPRIETOR,3584
12601,2639,FIRST_APPEARANCE,7701
12602,2639,FIRST_APPEARANCE,35
12603,2639,FOUND,2275
12604,2639,FOUND,4336
12605,2639,FOUND,4712
12606,2639,FOUND,1628
12607,2639,USE,7140
12608,2639,USE,5914
12609,2639,USE,380
12610,2639,USE,2638
12611,2639,EFFECTIVE_AGAINST,2624
12612,2639,EFFECTIVE_AGAINST,4124
12613,2640,FIRST_APPEARANCE,7798
12614,2640,FIRST_APPEARANCE,24
12615,2640,APPEARS_IN,7798
12616,2640,COUNTRY,3766
12617,2640,REGION,8232
12618,2640,POINT_OF_INTEREST,435
12619,2640,INHABITANTS,3584
12620,2640,INHABITANTS,6011
12621,2640,INHABITANTS,2205
12622,2640,INHABITANTS,3754
12623,2640,INHABITANTS,3755
12624,2640,INHABITANTS,3768
12625,2640,INHABITANTS,5598
12626,2640,INHABITANTS,3373
12627,2641,FIRST_APPEARANCE,7727
12628,2641,FIRST_APPEARANCE,33
12629,2641,FOUND,1983
12630,2641,FOUND,3675
12631,2641,FOUND,7480
12632,2641,FOUND,7445
12633,2641,FOUND,4112
12634,2641,FOUND,2426
12635,2641,FOUND,5911
12636,2641,FOUND,4754
12637,2641,USE,2645
12638,2642,FIRST_APPEARANCE,7720
12639,2642,FIRST_APPEARANCE,11
12640,2642,FOUND,4737
12641,2642,FOUND,192
12642,2642,USE,5410
12643,2643,FIRST_APPEARANCE,7720
12644,2643,FIRST_APPEARANCE,11
12645,2643,APPEARS_IN,7720
12646,2643,APPEARS_IN,7736
12647,2643,APPEARS_IN,7727
12648,2643,COUNTRY,4244
12649,2643,COUNTRY,3766
12650,2643,COUNTRY,7604
12651,2643,REGION,5357
12652,2643,REGION,4336
12653,2643,REGION,8527
12654,2643,REGION,3296
12655,2643,INHABITANTS,2636
12656,2643,INHABITANTS,5889
12657,2644,FIRST_APPEARANCE,7701
12658,2644,COUNTRY,3766
12659,2644,REGION,2275
12660,2644,TERRAIN,3883
12661,2644,POINT_OF_INTEREST,422
12662,2644,INHABITANTS,1582
12663,2645,FIRST_APPEARANCE,7720
12664,2645,FIRST_APPEARANCE,11
12665,2645,APPEARANCES,7720
12666,2645,APPEARANCES,7736
12667,2645,APPEARANCES,7798
12668,2645,APPEARANCES,7760
12669,2645,FOUND,2643
12670,2645,FOUND,7436
12671,2645,FOUND,5609
12672,2645,FOUND,2640
12673,2645,USE,2638
12674,2645,EFFECTIVE_AGAINST,2624
12675,2645,EFFECTIVE_AGAINST,2901
12676,2646,FIRST_APPEARANCE,7789
12677,2646,FIRST_APPEARANCE,21
12678,2646,HOMELAND,3345
12679,2646,RACE,2624
12680,2647,FIRST_APPEARANCE,7789
12681,2647,FIRST_APPEARANCE,21
12682,2647,HOMELAND,3345
12683,2647,RACE,2624
12684,2648,FIRST_APPEARANCE,7689
12685,2648,FIRST_APPEARANCE,31
12686,2648,FOUND,3766
12687,2648,FOUND,4671
12688,2648,USE,4550
12689,2648,USE,3766
12690,2648,USE,4671
12691,2649,FIRST_APPEARANCE,7747
12692,2649,FIRST_APPEARANCE,7753
12693,2649,FIRST_APPEARANCE,19
12694,2650,FIRST_APPEARANCE,7789
12695,2650,FIRST_APPEARANCE,21
12696,2650,COUNTRY,3345
12697,2651,FIRST_APPEARANCE,7789
12698,2651,FIRST_APPEARANCE,21
12699,2651,COUNTRY,3345
12700,2651,POINT_OF_INTEREST,3000
12701,2651,POINT_OF_INTEREST,4505
12702,2651,POINT_OF_INTEREST,4659
12703,2651,POINT_OF_INTEREST,7371
12704,2654,FIRST_APPEARANCE,7782
12705,2654,FIRST_APPEARANCE,23
12706,2654,FOUND,7583
12707,2654,EFFECTIVE_AGAINST,3034
12708,2654,EFFECTIVE_AGAINST,8507
12709,2654,EFFECTIVE_AGAINST,482
12710,2655,FIRST_APPEARANCE,7701
12711,2655,FOUND,1672
12712,2655,FOUND,6500
12713,2655,FOUND,8166
12714,2655,FOUND,8414
12715,2655,FOUND,8619
12716,2655,USE,7464
12717,2655,USE,5914
12718,2655,USE,1693
12719,2655,USE,4946
12720,2657,FIRST_APPEARANCE,7701
12721,2657,FOUND,2615
12722,2657,FOUND,6891
12723,2657,USE,242
12724,2658,FIRST_APPEARANCE,7701
12725,2658,FIRST_APPEARANCE,35
12726,2658,USE,242
12727,2659,FIRST_APPEARANCE,7701
12728,2659,FOUND,3200
12729,2659,USE,242
12730,2661,FIRST_APPEARANCE,7701
12731,2661,FIRST_APPEARANCE,35
12732,2661,FOUND,4287
12733,2661,FOUND,8139
12734,2662,FIRST_APPEARANCE,7689
12735,2662,FIRST_APPEARANCE,31
12736,2662,LOCATION,8162
12737,2662,EFFECTIVE_WEAPON,3832
12738,2663,FIRST_APPEARANCE,7736
12739,2663,FIRST_APPEARANCE,16
12740,2663,LOCATION,2605
12741,2663,EFFECTIVE_WEAPON,626
12742,2663,EFFECTIVE_WEAPON,3684
12743,2663,EFFECTIVE_WEAPON,5017
12744,2663,EFFECTIVE_WEAPON,7464
12745,2664,FIRST_APPEARANCE,7753
12746,2664,FIRST_APPEARANCE,19
12747,2664,HOMELAND,3669
12748,2664,HOMETOWN,3691
12749,2664,RACE,2121
12750,2665,FIRST_APPEARANCE,7736
12751,2665,FIRST_APPEARANCE,16
12752,2665,APPEARS_IN,7736
12753,2665,APPEARS_IN,7727
12754,2665,HOMELAND,3766
12755,2665,HOMELAND,7604
12756,2665,HOMETOWN,4053
12757,2665,HOMETOWN,3859
12758,2665,KINDRED,6796
12759,2665,RACE,2993
12760,2665,RACE,5870
12761,2665,AFFILIATION,1689
12762,2665,AFFILIATION,6398
12763,2665,AFFILIATION,1689
12764,2665,AFFILIATION,3860
12765,2666,FIRST_APPEARANCE,7701
12766,2666,FIRST_APPEARANCE,35
12767,2666,HOMELAND,3766
12768,2666,HOMETOWN,2979
12769,2666,RACE,2951
12770,2667,FIRST_APPEARANCE,7701
12771,2667,FIRST_APPEARANCE,35
12772,2667,HOMELAND,3766
12773,2667,HOMETOWN,2956
12774,2667,RACE,3745
12775,2668,FIRST_APPEARANCE,7767
12776,2668,FIRST_APPEARANCE,29
12777,2668,HOMELAND,7845
12778,2668,HOMETOWN,6984
12779,2668,RACE,3745
12780,2669,FIRST_APPEARANCE,7701
12781,2669,FIRST_APPEARANCE,35
12782,2669,FOUND,2956
12783,2669,FOUND,4377
12784,2669,FOUND,4392
12785,2669,USE,3520
12786,2670,FIRST_APPEARANCE,3801
12787,2670,FIRST_APPEARANCE,32
12788,2670,APPEARANCES,3802
12789,2670,APPEARANCES,34
12790,2670,FOUND,75
12791,2670,FOUND,2181
12792,2670,USE,5914
12793,2671,FIRST_APPEARANCE,3801
12794,2671,FIRST_APPEARANCE,32
12795,2671,APPEARANCES,3802
12796,2671,APPEARANCES,34
12797,2671,FOUND,75
12798,2671,FOUND,2181
12799,2671,USE,5914
12800,2672,FIRST_APPEARANCE,7789
12801,2672,FIRST_APPEARANCE,21
12802,2672,COUNTRY,3345
12803,2672,POINT_OF_INTEREST,7371
12804,2672,INHABITANTS,5515
12805,2672,INHABITANTS,8459
12806,2673,FIRST_APPEARANCE,7701
12807,2673,FIRST_APPEARANCE,35
12808,2673,COUNTRY,3766
12809,2673,REGION,7497
12810,2674,FIRST_APPEARANCE,7701
12811,2674,FIRST_APPEARANCE,35
12812,2674,FOUND,5618
12813,2674,FOUND,3342
12814,2674,FOUND,7529
12815,2674,USE,830
12816,2674,USE,242
12817,2675,FIRST_APPEARANCE,7795
12818,2675,FIRST_APPEARANCE,33
12819,2675,COUNTRY,3814
12820,2675,REGION,6978
12821,2676,FIRST_APPEARANCE,7753
12822,2676,FIRST_APPEARANCE,19
12823,2676,HOMELAND,3669
12824,2676,HOMETOWN,7212
12825,2676,RACE,3729
12826,2677,FIRST_APPEARANCE,7753
12827,2677,FIRST_APPEARANCE,19
12828,2677,FOUND,2676
12829,2677,USE,7212
12830,2678,FIRST_APPEARANCE,7767
12831,2678,FIRST_APPEARANCE,29
12832,2678,HOMELAND,3766
12833,2678,RACE,163
12834,2679,FIRST_APPEARANCE,7736
12835,2679,FIRST_APPEARANCE,16
12836,2679,APPEARANCES,7736
12837,2679,APPEARANCES,7727
12838,2679,APPEARANCES,7747
12839,2679,APPEARANCES,7753
12840,2679,APPEARANCES,7789
12841,2679,APPEARANCES,7712
12842,2679,APPEARANCES,7782
12843,2679,LOCATION,2220
12844,2679,EFFECTIVE_WEAPON,7464
12845,2680,FIRST_APPEARANCE,7701
12846,2680,FIRST_APPEARANCE,35
12847,2680,APPEARS_IN,7701
12848,2680,APPEARS_IN,35
12849,2680,COUNTRY,3766
12850,2680,REGION,8414
12851,2680,POINT_OF_INTEREST,3642
12852,2680,INHABITANTS,4758
12853,2680,INHABITANTS,3641
12854,2681,FIRST_APPEARANCE,7701
12855,2681,FIRST_APPEARANCE,35
12856,2681,COUNTRY,3766
12857,2681,REGION,2510
12858,2681,POINT_OF_INTEREST,8076
12859,2681,INHABITANTS,4278
12860,2682,FIRST_APPEARANCE,7701
12861,2682,FIRST_APPEARANCE,35
12862,2682,COUNTRY,3766
12863,2682,REGION,2510
12864,2683,FIRST_APPEARANCE,7701
12865,2683,FIRST_APPEARANCE,35
12866,2683,COUNTRY,3766
12867,2683,REGION,2510
12868,2686,FIRST_APPEARANCE,7782
12869,2686,FIRST_APPEARANCE,23
12870,2686,HOMELAND,3766
12871,2686,HOMETOWN,1657
12872,2686,KINDRED,3374
12873,2686,RACE,8470
12874,2687,FIRST_APPEARANCE,7701
12875,2687,FIRST_APPEARANCE,35
12876,2687,REQUIREMENTS,5744
12877,2688,FIRST_APPEARANCE,8636
12878,2688,FIRST_APPEARANCE,6
12879,2688,APPEARANCES,8636
12880,2688,APPEARANCES,7694
12881,2688,FOUND,5529
12882,2688,FOUND,3508
12883,2688,EFFECTIVE_AGAINST,6277
12884,2689,FIRST_APPEARANCE,7694
12885,2689,FIRST_APPEARANCE,10
12886,2689,HOMELAND,3766
12887,2689,HOMETOWN,4055
12888,2689,KINDRED,2690
12889,2689,RACE,3745
12890,2690,FIRST_APPEARANCE,7694
12891,2690,FIRST_APPEARANCE,10
12892,2690,APPEARS_IN,7694
12893,2690,APPEARS_IN,7689
12894,2690,HOMELAND,3766
12895,2690,HOMETOWN,4055
12896,2690,KINDRED,2689
12897,2690,RACE,3745
12898,2691,FIRST_APPEARANCE,7760
12899,2691,FIRST_APPEARANCE,25
12900,2691,LOCATION,8541
12901,2691,ATTACK_METHOD,6493
12902,2691,EFFECTIVE_WEAPON,847
12903,2691,SPOILS,6442
12904,2692,FIRST_APPEARANCE,7720
12905,2692,FIRST_APPEARANCE,11
12906,2692,APPEARANCES,7720
12907,2692,APPEARANCES,7736
12908,2692,APPEARANCES,7727
12909,2692,APPEARANCES,7747
12910,2692,APPEARANCES,7753
12911,2692,APPEARANCES,7712
12912,2692,APPEARANCES,7782
12913,2692,APPEARANCES,7760
12914,2692,LOCATION,2220
12915,2692,ATTACK_METHOD,4550
12916,2692,EFFECTIVE_WEAPON,271
12917,2692,EFFECTIVE_WEAPON,6842
12918,2692,EFFECTIVE_WEAPON,7464
12919,2693,FIRST_APPEARANCE,7720
12920,2693,FIRST_APPEARANCE,11
12921,2693,HOMELAND,4244
12922,2693,HOMETOWN,4737
12923,2693,RACE,1767
12924,2694,FIRST_APPEARANCE,7694
12925,2694,FIRST_APPEARANCE,9
12926,2694,APPEARANCES,7694
12927,2694,APPEARANCES,7782
12928,2694,LOCATION,2220
12929,2694,ATTACK_METHOD,4550
12930,2694,EFFECTIVE_WEAPON,7464
12931,2694,EFFECTIVE_WEAPON,6842
12932,2695,FIRST_APPEARANCE,7694
12933,2695,FIRST_APPEARANCE,10
12934,2695,APPEARANCES,7694
12935,2695,APPEARANCES,7720
12936,2695,APPEARANCES,7736
12937,2695,APPEARANCES,7747
12938,2695,APPEARANCES,7753
12939,2695,APPEARANCES,7709
12940,2695,APPEARANCES,7712
12941,2695,APPEARANCES,7689
12942,2695,ATTACK_METHOD,4550
12943,2695,EFFECTIVE_WEAPON,7464
12944,2695,EFFECTIVE_WEAPON,6842
12945,2696,FIRST_APPEARANCE,3801
12946,2696,FIRST_APPEARANCE,32
12947,2696,APPEARANCES,3801
12948,2696,APPEARANCES,3802
12949,2696,REQUIREMENTS,4778
12950,2697,FIRST_APPEARANCE,3801
12951,2697,FIRST_APPEARANCE,32
12952,2697,APPEARANCES,3801
12953,2697,APPEARANCES,3802
12954,2697,REQUIREMENTS,4778
12955,2698,FIRST_APPEARANCE,7760
12956,2698,FIRST_APPEARANCE,25
12957,2698,HOMELAND,8541
12958,2698,HOMETOWN,202
12959,2698,RACE,201
12960,2700,FIRST_APPEARANCE,7760
12961,2700,FIRST_APPEARANCE,25
12962,2700,COUNTRY,8541
12963,2700,POINT_OF_INTEREST,3002
12964,2701,FIRST_APPEARANCE,8636
12965,2701,FIRST_APPEARANCE,6
12966,2701,LOCATION,3341
12967,2701,EFFECTIVE_WEAPON,7464
12968,2702,FIRST_APPEARANCE,8636
12969,2702,FIRST_APPEARANCE,6
12970,2702,LOCATION,3341
12971,2702,EFFECTIVE_WEAPON,7464
12972,2703,FIRST_APPEARANCE,7701
12973,2703,FIRST_APPEARANCE,35
12974,2703,GIVER,5974
12975,2703,TYPE,6055
12976,2703,LOCATION,3342
12977,2704,FIRST_APPEARANCE,7673
12978,2704,FIRST_APPEARANCE,5
12979,2704,APPEARANCES,7673
12980,2704,APPEARANCES,7701
12981,2704,USE,3181
12982,2705,FIRST_APPEARANCE,7753
12983,2705,FIRST_APPEARANCE,19
12984,2705,FOUND,7354
12985,2706,FIRST_APPEARANCE,7694
12986,2706,FIRST_APPEARANCE,10
12987,2706,APPEARANCES,7694
12988,2706,APPEARANCES,7736
12989,2706,APPEARANCES,7727
12990,2706,APPEARANCES,7747
12991,2706,APPEARANCES,7753
12992,2706,APPEARANCES,7789
12993,2706,APPEARANCES,7712
12994,2706,APPEARANCES,7782
12995,2706,APPEARANCES,7798
12996,2706,APPEARANCES,7760
12997,2706,APPEARANCES,7776
12998,2706,APPEARANCES,7701
12999,2706,FOUND,2220
13000,2706,USE,4550
13001,2707,FIRST_APPEARANCE,7701
13002,2707,FIRST_APPEARANCE,35
13003,2707,COUNTRY,3766
13004,2707,REGION,2323
13005,2707,TERRAIN,7232
13006,2707,POINT_OF_INTEREST,1537
13007,2707,POINT_OF_INTEREST,5166
13008,2707,INHABITANTS,5653
13009,2707,INHABITANTS,2857
13010,2707,INHABITANTS,4960
13011,2708,FIRST_APPEARANCE,7701
13012,2708,FIRST_APPEARANCE,35
13013,2708,COUNTRY,3766
13014,2709,FIRST_APPEARANCE,7701
13015,2709,FIRST_APPEARANCE,35
13016,2709,GIVER,453
13017,2709,TYPE,6055
13018,2709,LOCATION,2979
13019,2709,REWARDS,2981
13020,2709,REWARDS,2972
13021,2709,REWARDS,2977
13022,2710,GAME,7789
13023,2710,GAME,21
13024,2710,LOCATION,2725
13025,2710,MAIN_ITEM,676
13026,2710,MINI_BOSS,5274
13027,2710,BOSS,4060
13028,2711,FIRST_APPEARANCE,7712
13029,2711,FIRST_APPEARANCE,22
13030,2711,USE,3519
13031,2711,USE,4550
13032,2712,FIRST_APPEARANCE,7712
13033,2712,FIRST_APPEARANCE,22
13034,2712,APPEARANCES,7712
13035,2712,APPEARANCES,7760
13036,2712,APPEARANCES,7776
13037,2712,APPEARANCES,3801
13038,2712,APPEARANCES,3802
13039,2712,FOUND,7594
13040,2712,USE,2769
13041,2712,USE,7191
13042,2713,FIRST_APPEARANCE,7712
13043,2713,FIRST_APPEARANCE,22
13044,2713,APPEARANCES,7712
13045,2713,APPEARANCES,7760
13046,2713,APPEARANCES,7776
13047,2713,APPEARANCES,3801
13048,2713,APPEARANCES,3802
13049,2713,FOUND,7594
13050,2713,USE,2769
13051,2713,USE,7191
13052,2714,FIRST_APPEARANCE,7712
13053,2714,FIRST_APPEARANCE,22
13054,2714,WEAPON,7464
13055,2716,FIRST_APPEARANCE,2786
13056,2716,FIRST_APPEARANCE,24
13057,2716,HOMELAND,2619
13058,2716,KINDRED,2214
13059,2716,KINDRED,4019
13060,2716,KINDRED,2212
13061,2716,RACE,3729
13062,2716,AFFILIATION,733
13063,2717,FIRST_APPEARANCE,7747
13064,2717,FIRST_APPEARANCE,19
13065,2717,HOMELAND,4320
13066,2717,RACE,3729
13067,2718,FIRST_APPEARANCE,7776
13068,2718,FIRST_APPEARANCE,27
13069,2718,LOCATION,8446
13070,2718,WARES,5981
13071,2718,WARES,6182
13072,2718,WARES,6845
13073,2718,WARES,8086
13074,2720,FIRST_APPEARANCE,7701
13075,2720,FOUND,1599
13076,2720,FOUND,3796
13077,2720,FOUND,4168
13078,2720,FOUND,5190
13079,2720,FOUND,7497
13080,2720,USE,4278
13081,2720,USE,709
13082,2721,FIRST_APPEARANCE,7701
13083,2721,FOUND,1599
13084,2721,FOUND,3333
13085,2721,FOUND,4280
13086,2721,USE,4278
13087,2721,USE,6842
13088,2721,USE,271
13089,2722,FIRST_APPEARANCE,7701
13090,2722,FIRST_APPEARANCE,35
13091,2722,FOUND,3333
13092,2722,FOUND,3796
13093,2722,FOUND,4280
13094,2723,FIRST_APPEARANCE,7701
13095,2723,FOUND,1599
13096,2723,FOUND,2681
13097,2723,FOUND,3333
13098,2723,FOUND,3787
